;###001 - THIS LINE CONTAINS VERSION INFORMATION. DO NOT REMOVE!!!

;ALARMS
 
;Analog Alarms
;Analog A,Tagname,HandshakeTagName,HandshakeAutoReset,Acktagname,AckAutoreset,Deadbandvalue,DeadbandType,Outofalarmlabel,AlarmIdentification,Ack File Msg,Ack Printer Message, Ack Message Source,Out of Alm file msg,Out of Alm printer msg,Out of Alm Message Source ,Thresh1 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh2 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh3 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh4 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh5 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh6 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh7 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh8 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,
 
;Digital Alarms
;Digital D,Tagname,type,Label,Severity,Message Source,File msg,Printer msg,Out of alm msg source,Out Of alm File msg,Out of alm Printer msg,Ack msg source,Ack File msg,Ack Printer msg,Alarm Identify,Out of alm label,Ack Tag Name,Ack Auto Reset,Handshake Tag Name,Handshake Auto Reset
"D","Cip2\Valv\XV7203L_ALR","ON","XV7203L","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7203M_ALR","ON","XV7203M","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7203N_ALR","ON","XV7203N","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7203O_ALR","ON","XV7203O","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204A_ALR","ON","XV7204A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204B_ALR","ON","XV7204B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204C_ALR","ON","XV7204C","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204D_ALR","ON","XV7204D","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204E_ALR","ON","XV7204E","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204F_ALR","ON","XV7204F","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204G_ALR","ON","XV7204G","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204H_ALR","ON","XV7204H","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204I_ALR","ON","XV7204I","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204J_ALR","ON","XV7204J","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204K_ALR","ON","XV7204K","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204L_ALR","ON","XV7204L","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204M_ALR","ON","XV7204M","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204N_ALR","ON","XV7204N","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7204O_ALR","ON","XV7204O","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205A_ALR","ON","XV7205A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205B_ALR","ON","XV7205B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205C_ALR","ON","XV7205C","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205D_ALR","ON","XV7205D","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205E_ALR","ON","XV7205E","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205F_ALR","ON","XV7205F","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205G_ALR","ON","XV7205G","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205H_ALR","ON","XV7205H","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205I_ALR","ON","XV7205I","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205J_ALR","ON","XV7205J","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205K_ALR","ON","XV7205K","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205L_ALR","ON","XV7205L","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205M_ALR","ON","XV7205M","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205N_ALR","ON","XV7205N","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7205O_ALR","ON","XV7205O","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7206A_ALR","ON","XV7206A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7206B_ALR","ON","XV7206B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7206C_ALR","ON","XV7206C","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7206D_ALR","ON","XV7206D","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7206E_ALR","ON","XV7206E","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7206F_ALR","ON","XV7206F","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7206G_ALR","ON","XV7206G","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7206H_ALR","ON","XV7206H","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7209A_ALR","ON","XV7209A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7209B_ALR","ON","XV7209B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7209C_ALR","ON","XV7209C","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7209D_ALR","ON","XV7209D","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7210A_ALR","ON","XV7210A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7210B_ALR","ON","XV7210B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7211A_ALR","ON","XV7211A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7211B_ALR","ON","XV7211B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7211C_ALR","ON","XV7211C","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7212A_ALR","ON","XV7212A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7212B_ALR","ON","XV7212B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7212C_ALR","ON","XV7212C","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7212D_ALR","ON","XV7212D","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7213A_ALR","ON","XV7213A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7213B_ALR","ON","XV7213B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7213C_ALR","ON","XV7213C","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7213D_ALR","ON","XV7213D","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7214A_ALR","ON","XV7214A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7214B_ALR","ON","XV7214B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7214C_ALR","ON","XV7214C","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7215A_ALR","ON","XV7215A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7215B_ALR","ON","XV7215B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7215C_ALR","ON","XV7215C","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7215D_ALR","ON","XV7215D","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7218A_ALR","ON","XV7218A","1","S","","","S","","","S","","","","","","N","","N"
"D","CIP2\Valv\XV7218B_ALR","ON","XV7218B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7219A_ALR","ON","XV7219A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7219B_ALR","ON","XV7219B","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7219C_ALR","ON","XV7219C","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7219D_ALR","ON","XV7219D","1","S","","","S","","","S","","","","","","N","","N"
"D","CIP2\Valv\XV7219E_ALR","ON","XV7219E","1","S","","","S","","","S","","","","","","N","","N"
"D","CIP2\Valv\XV7219F_ALR","ON","XV7219F","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7220A_ALR","ON","XV7220A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7220B_ALR","ON","XV7220B","1","S","","","S","","","S","","","","","","N","","N"
"D","CIP2\Valv\XV7220C_ALR","ON","XV7220C","1","S","","","S","","","S","","","","","","N","","N"
"D","CIP2\Valv\XV7220D_ALR","ON","XV7220D","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7221A_ALR","ON","XV7221A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cip2\Valv\XV7221B_ALR","ON","XV7221B","1","S","","","S","","","S","","","","","","N","","N"
"D","CIP2\Valv\XV7221C_ALR","ON","XV7221C","1","S","","","S","","","S","","","","","","N","","N"
"D","CIP2\Valv\XV7221D_ALR","ON","XV7221D","1","S","","","S","","","S","","","","","","N","","N"
"D","CIP2\Valv\XV7221E_ALR","ON","XV7221E","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7302_ALR","ON","BB7302","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7302_TE","OFF","BB7302","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7303_ALR","ON","BB7303","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7303_TE","OFF","BB7303","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7304_ALR","ON","BB7304","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7304_TE","OFF","BB7304","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7305_ALR","ON","BB7305","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7305_TE","OFF","BB7305","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7306_ALR","ON","BB7306","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7306_TE","OFF","BB7306","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7307_ALR","ON","BB7307","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7307_TE","OFF","BB7307","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7309_ALR","ON","BB7309","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7309_TE","OFF","BB7309","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7310_ALR","ON","BB7310","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7310_TE","OFF","BB7310","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7311_ALR","ON","BB7311","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7311_TE","OFF","BB7311","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7312_ALR","ON","BB7312","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7312_TE","OFF","BB7312","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7313_ALR","ON","BB7313","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7313_TE","OFF","BB7313","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7314_ALR","ON","BB7314","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7314_TE","OFF","BB7314","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7315_ALR","ON","BB7315","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Mot\BB7315_TE","OFF","BB7315","1","S","","","S","","","S","","","","","","N","","N"
"D","CipUtil\Valv\XV7308A_ALR","ON","XV7308A","1","S","","","S","","","S","","","","","","N","","N"
"D","Cozinha\Mot\AG3442_ALR","OFF","AG3442","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Mot\AG3442_TE","ON","AG3442","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Mot\BB3441_ALR","OFF","BB3441","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Mot\BB3441_TE","ON","BB3441","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Mot\BB3443_ALR","OFF","BB3443","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Mot\BB3443_TE","ON","BB3443","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Mot\BB3463_ALR","OFF","BB3463","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Mot\BB3463_TE","ON","BB3463","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Mot\BB3464_ALR","OFF","BB3464","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Mot\BB3464_TE","ON","BB3464","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3440A_ALR","ON","XV3440A","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3440C_ALR","ON","XV3440C","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3440D_ALR","ON","XV3440D","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3442A_ALR","ON","XV3442A","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3442B_ALR","ON","XV3442B","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3442C_ALR","ON","XV3442C","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3443A_ALR","ON","XV3443A","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3443B_ALR","ON","XV3443B","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3444A_ALR","ON","XV3444A","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3444B_ALR","ON","XV3444B","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3444C_ALR","ON","XV3444C","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3445A_ALR","ON","XV3445A","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3445B_ALR","ON","XV3445B","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460C_Alr","ON","XV3460C","1","S","","","S","","","S","","","","","","N","","N"
"D","Cozinha\Valv\XV3460D_ALR","ON","XV3460D","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460E_ALR","ON","XV3460E","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460F_ALR","ON","XV3460F","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460G_ALR","ON","XV3460G","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460H_ALR","ON","XV3460H","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460I_ALR","ON","XV3460I","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460J_ALR","ON","XV3460J","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460K_ALR","ON","XV3460K","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460L_ALR","ON","XV3460L","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460M_ALR","ON","XV3460M","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460N_ALR","ON","XV3460N","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460O_ALR","ON","XV3460O","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460P_ALR","ON","XV3460P","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3460Q_Alr","ON","XV3460Q","1","S","","","S","","","S","","","","","","N","","N"
"D","Cozinha\Valv\XV3461A_ALR","ON","XV3461A","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3461B_ALR","ON","XV3461B","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3461C_ALR","ON","XV3461C","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3461D_ALR","ON","XV3461D","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3461E_ALR","ON","XV3461E","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3461F_ALR","ON","XV3461F","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3461G_ALR","ON","XV3461G","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3462A_ALR","ON","XV3462A","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3462B_ALR","ON","XV3462B","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3462C_ALR","ON","XV3462C","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3462D_ALR","ON","XV3462D","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3462E_ALR","ON","XV3462E","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3462F_ALR","ON","XV3462F","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3463A_ALR","ON","XV3463A","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3480B_ALR","ON","XV3480B","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3480D_ALR","ON","XV3480D","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3480E_ALR","ON","XV3480E","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3480F_ALR","ON","XV3480F","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3480G_ALR","ON","XV3480G","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3480H_ALR","ON","XV3480H","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3480I_ALR","ON","XV3480I","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3480J_ALR","ON","XV3480J","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3480K_ALR","ON","XV3480K","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3480L_ALR","ON","XV3480L","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3481A_ALR","ON","XV3481A","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3481B_ALR","ON","XV3481B","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3481C_ALR","ON","XV3481C","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3481D_ALR","ON","XV3481D","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3481E_ALR","ON","XV3481E","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3481F_ALR","ON","XV3481F","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3481G_ALR","ON","XV3481G","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3482A_ALR","ON","XV3482A","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3482B_ALR","ON","XV3482B","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3482C_ALR","ON","XV3482C","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3482D_ALR","ON","XV3482D","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3482E_ALR","ON","XV3482E","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3482F_ALR","ON","XV3482F","1","U","","","U","","","U","","","","","","N","","N"
"D","Cozinha\Valv\XV3483A_ALR","ON","XV3483A","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack3\Inv\AG3461_ALR","ON","AG3461","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\AG3461_FAL","ON","AG3461","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\AG3462_ALR","ON","AG3462","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\AG3462_FAL","ON","AG3462","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\AG4502_Alr","ON","","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\AG4503_ALR","ON","AG4503","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\AG4503_FAL","ON","AG4503","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\BB4508_ALR","ON","BB4508","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\BB4508_FAL","ON","BB4508","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4533A_ALR","ON","TC4533A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4533A_FAL","ON","TC4533A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4533B_ALR","ON","TC4533B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4533B_FAL","ON","TC4533B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4533C_ALR","ON","TC4533C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4533C_FAL","ON","TC4533C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4533D_ALR","ON","TC4533D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4533D_FAL","ON","TC4533D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4533E_ALR","ON","TC4533E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4533E_FAL","ON","TC4533E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4543_ALR","ON","TC4543","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Inv\TC4543_FAL","ON","TC4543","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\AG4505_Alr","ON","AG4505","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\AG4505_Te","ON","AG4505","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\AG4506_Alr","ON","AG4506","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\AG4506_TE","OFF","AG4506","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\BB4504_ALR","ON","BB4504","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\BB4504_TE","OFF","BB4504","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\BB4507_ALR","ON","BB4507","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\BB4507_TE","OFF","BB4507","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\BB4510_ALR","ON","BB4510","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\BB4510_TE","OFF","BB4510","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\BB4532_ALR","ON","BB4532","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\BB4532_TE","OFF","BB4532","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\BB4535_ALR","ON","BB4535","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\BB4535_TE","OFF","BB4535","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\ET4546_Alr","ON","ET4546","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\ET4546_Te","ON","ET4546","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\SB4547_ALR","ON","SB4547","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\SB4547_TE","OFF","SB4547","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\SB4548_ALR","ON","SB4548","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\SB4548_TE","OFF","SB4548","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\TC4542_ALR","ON","TC4542","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\TC4542_TE","OFF","TC4542","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\TC4544a_Alr","ON","TC4544A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\TC4544a_Te","ON","TC4544A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\TC4544B_Alr","ON","TC4544B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\TC4544B_Te","ON","TC454B4","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\TC4546_Alr","ON","TC4546","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\TC4546_Te","ON","TC4546","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\VL4536_ALR","ON","VL4536","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\VL4536_TE","OFF","VL4536","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\VL4537_ALR","ON","VL4537","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\VL4537_TE","OFF","VL4537","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\VL4538_ALR","ON","VL4538","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\VL4538_TE","OFF","VL4538","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\VL4539_ALR","ON","VL4539","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\VL4539_TE","OFF","VL4539","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\VL4540_ALR","ON","VL4540","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\VL4540_TE","OFF","VL4540","1","S","","","S","","","S","","","","","","N","","N"
