;###001 - THIS LINE CONTAINS VERSION INFORMATION. DO NOT REMOVE!!!

;ALARMS
 
;Analog Alarms
;Analog A,Tagname,HandshakeTagName,HandshakeAutoReset,Acktagname,AckAutoreset,Deadbandvalue,DeadbandType,Outofalarmlabel,AlarmIdentification,Ack File Msg,Ack Printer Message, Ack Message Source,Out of Alm file msg,Out of Alm printer msg,Out of Alm Message Source ,Thresh1 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh2 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh3 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh4 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh5 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh6 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh7 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,Thresh8 type,Threshold,Label,MessageSource,File msg,Printer msg,Direction,Severity,
 
;Digital Alarms
;Digital D,Tagname,type,Label,Severity,Message Source,File msg,Printer msg,Out of alm msg source,Out Of alm File msg,Out of alm Printer msg,Ack msg source,Ack File msg,Ack Printer msg,Alarm Identify,Out of alm label,Ack Tag Name,Ack Auto Reset,Handshake Tag Name,Handshake Auto Reset
"D","DoyPack3\Mot\VL4541_ALR","ON","VL4541","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Mot\VL4541_TE","OFF","VL4541","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\SV4502A_ALR","ON","SV4502A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\SV4503A_ALR","ON","SV4503A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\SV4505A_ALR","ON","SV4505A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4500A_Alr","ON","XV4501A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501A_ALR","ON","XV4501A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501B_ALR","ON","XV4501B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501C_ALR","ON","XV4501C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501D_ALR","ON","XV4501D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501E_ALR","ON","XV4501E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501F_ALR","ON","XV4501F","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501I_ALR","ON","XV4501I","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501J_ALR","ON","XV4501J","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501M_ALR","ON","XV4501M","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501N_ALR","ON","XV4501N","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501O_ALR","ON","XV4501O","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501Q_ALR","ON","XV4501Q","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501R_ALR","ON","XV4501R","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4501S_Alr","ON","XV4501A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4502A_ALR","ON","XV4502A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4502B_ALR","ON","XV4502B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4502C_ALR","ON","XV4502C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4502D_ALR","ON","XV4502D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4502E_ALR","ON","XV4502E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4502F_ALR","ON","XV4502F","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4502G_ALR","ON","XV4502G","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4502H_ALR","ON","XV4502H","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4502I_ALR","ON","XV4502I","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4502J_ALR","ON","XV4502J","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4502K_ALR","ON","XV4502K","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4503A_ALR","ON","XV4503A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4503B_ALR","ON","XV4503B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4503C_ALR","ON","XV4503C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4503D_ALR","ON","XV4503D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4503E_ALR","ON","XV4503E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4503F_ALR","ON","XV4503F","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4503G_ALR","ON","XV4503G","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4503H_ALR","ON","XV4503H","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4503I_ALR","ON","XV4503I","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4503J_ALR","ON","XV4503J","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4503K_ALR","ON","XV4503K","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4504A_ALR","ON","XV4504A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4504B_ALR","ON","XV4504B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4504C_ALR","ON","XV4504C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4504D_ALR","ON","XV4504D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4504E_ALR","ON","XV4504E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4504F_ALR","ON","XV4504F","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4504G_ALR","ON","XV4504G","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4504H_ALR","ON","XV4504H","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505A_ALR","ON","XV4505A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505B_ALR","ON","XV4505B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505C_ALR","ON","XV4505C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505D_ALR","ON","XV4505D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505E_ALR","ON","XV4505E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505F_ALR","ON","XV4505F","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505G_ALR","ON","XV4505G","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505H_ALR","ON","XV4505H","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505I_ALR","ON","XV4505I","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505J_ALR","ON","XV4505J","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505K_ALR","ON","XV4505K","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505L_ALR","ON","XV4505L","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4505M_ALR","ON","XV4505M","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4507A_ALR","ON","XV4507A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4508A_ALR","ON","XV4508A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4508B_ALR","ON","XV4508B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4508C_ALR","ON","XV4508C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4508D_Alr","ON","XV4508C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4511A_ALR","ON","XV4511A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4531A_ALR","ON","XV4531A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4531B_ALR","ON","XV4531B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4531C_ALR","ON","XV4531C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack3\Valv\XV4531D_ALR","ON","XV4531D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\AG4802_ALR","ON","AG4802","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\AG4802_FAL","ON","AG4802","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\AG4804_ALR","ON","AG4804","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\AG4804_FAL","ON","AG4804","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\AG4902_ALR","ON","AG4902","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\AG4902_FAL","ON","AG4902","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\AG4904_ALR","ON","AG4904","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\AG4904_FAL","ON","AG4904","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\BB4809_ALR","ON","BB4809","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\BB4809_FAL","ON","BB4809","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\BB4909_ALR","ON","BB4909","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\BB4909_FAL","ON","BB4909","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\MG4849_ALR","ON","TC4832D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\MG4849_FAL","ON","TC4832D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4832A_ALR","ON","TC4832A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4832A_FAL","ON","TC4832A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4832B_ALR","ON","TC4832B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4832B_FAL","ON","TC4832B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4832C_ALR","ON","TC4832C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4832C_FAL","ON","TC4832C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4832D_ALR","ON","TC4832D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4832D_FAL","ON","TC4832D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4832E_ALR","ON","TC4932A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4832E_FAL","ON","TC4932A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4838_ALR","ON","TC4832D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4838_FAL","ON","TC4832D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4932A_ALR","ON","TC4932A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4932A_FAL","ON","TC4932A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4932B_ALR","ON","TC4932B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4932B_FAL","ON","TC4932B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4932C_ALR","ON","TC4932C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TC4932C_FAL","ON","TC4932C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TU4837_ALR","ON","TU4837","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TU4837_FAL","ON","TU4837","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TU4937_ALR","ON","TU4937","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Inv\TU4937_FAL","ON","TU4937","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Mot\AG4806_ALR","ON","AG4806","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Mot\AG4806_TE","OFF","AG4806","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Mot\AG4906_ALR","ON","AG4906","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Mot\AG4906_TE","OFF","AG4906","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Mot\BB4808_ALR","ON","BB4808","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4808_TE","OFF","BB4808","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4810_ALR","ON","BB4810","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4810_TE","OFF","BB4810","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4812_ALR","ON","BB4812","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4812_TE","OFF","BB4812","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4831_ALR","ON","BB4831","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4831_TE","OFF","BB4831","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4832_ALR","ON","BB4832","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4832_TE","OFF","BB4832","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4835_ALR","ON","BB4835","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4835_TE","OFF","BB4835","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4908_ALR","ON","BB4908","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4908_TE","OFF","BB4908","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4910_ALR","ON","BB4910","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4910_TE","OFF","BB4910","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4912_ALR","ON","BB4912","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4912_TE","OFF","BB4912","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4931_ALR","ON","BB4931","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4931_TE","OFF","BB4931","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4932_ALR","ON","BB4932","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4932_TE","OFF","BB4932","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4935_ALR","ON","BB4935","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\BB4935_TE","OFF","BB4935","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\ET4844_ALR","ON","ET4844","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\ET4844_TE","OFF","ET4844","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\tc4834_ALR","ON","tc4834","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\tc4834_TE","OFF","tc4834","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4841_ALR","ON","TC4841","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4841_TE","OFF","TC4841","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4842_ALR","ON","TC4842","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4842_TE","OFF","TC4842","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4842B_ALR","ON","TC4842","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4842B_TE","OFF","TC4842","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4843_ALR","ON","TC4843","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4843_TE","OFF","TC4843","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4934_ALR","ON","TC4934","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4934_TE","OFF","TC4934","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4941_ALR","ON","TC4941","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4941_TE","OFF","TC4941","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4942_ALR","ON","TC4942","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\TC4942_TE","OFF","TC4942","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4839_ALR","ON","VL4839","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4839_TE","OFF","VL4839","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4840_ALR","ON","VL4840","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4840_TE","OFF","VL4840","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4846_ALR","ON","VL4846","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4846_TE","OFF","VL4846","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4847_ALR","ON","VL4847","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4847_TE","OFF","VL4847","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4848_ALR","ON","VL4849_ALR","1","U","","","U","","","S","","","","","","N","","N"
"D","DoyPack\Mot\VL4848_TE","ON","VL4848_TE","1","U","","","U","","","S","","","","","","N","","N"
"D","DoyPack\Mot\VL4849_ALR","ON","VL4849_ALR","1","U","","","U","","","S","","","","","","N","","N"
"D","DoyPack\Mot\VL4849_TE","ON","VL4849_TE","1","U","","","U","","","S","","","","","","N","","N"
"D","DoyPack\Mot\VL4939_ALR","ON","VL4939","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4939_TE","OFF","VL4939","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4940_ALR","ON","VL4940","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4940_TE","OFF","VL4940","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4946_ALR","ON","VL4946","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4946_TE","OFF","VL4946","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4947_ALR","ON","VL4947","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Mot\VL4947_TE","OFF","VL4947","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801A_ALR","ON","XV4801A","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801B_ALR","ON","XV4801B","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801C_ALR","ON","XV4801C","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801D_ALR","ON","XV4801D","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801E_ALR","ON","XV4801E","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801F_ALR","ON","XV4801F","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801G_ALR","ON","XV4801G","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801H_ALR","ON","XV4801H","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801I_ALR","ON","XV4801I","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801J_ALR","ON","XV4801J","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801K_ALR","ON","XV4801K","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801L_ALR","ON","XV4801L","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801M_ALR","ON","XV4801M","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801N_ALR","ON","XV4801N","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801O_ALR","ON","XV4801O","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801P_ALR","ON","XV4801P","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801Q_ALR","ON","XV4801Q","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801R_ALR","ON","XV4801R","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801S_ALR","ON","XV4801S","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801T_ALR","ON","XV4801T","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801U_ALR","ON","XV4801U","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801V_ALR","ON","XV4801V","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801W_ALR","ON","XV4801W","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4801x_ALR","ON","XV4801x","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4803A_ALR","ON","XV4803A","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4803AA_ALR","ON","XV4803A","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4803B_ALR","ON","XV4803B","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4803C_ALR","ON","XV4803C","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4803D_ALR","ON","XV4803D","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4803E_ALR","ON","XV4803E","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4803F_ALR","ON","XV4803F","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4803G_ALR","ON","XV4803G","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4803H_ALR","ON","XV4803H","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4805A_ALR","ON","XV4805A","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4805AA_ALR","ON","XV4805A","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4805B_ALR","ON","XV4805B","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4805C_ALR","ON","XV4805C","1","U","","","U","","","U","","","","","","N","","N"
"D","DoyPack\Valv\XV4805D_ALR","ON","XV4805D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4805E_ALR","ON","XV4805E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4805F_ALR","ON","XV4805F","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4805G_ALR","ON","XV4805G","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4805H_ALR","ON","XV4805H","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4806A_ALR","ON","XV4806A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4806B_ALR","ON","XV4806B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4806C_ALR","ON","XV4806C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4806D_ALR","ON","XV4806D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4806E_ALR","ON","XV4806E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4806F_ALR","ON","XV4806F","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4807A_ALR","ON","XV4807A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4807C_ALR","ON","XV4807C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4807D_ALR","ON","XV4807D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4807E_ALR","ON","XV4807E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4807F_ALR","ON","XV4807F","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4807G_ALR","ON","XV4807G","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4807H_ALR","ON","XV4807H","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4808A_ALR","ON","XV4808A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4808B_ALR","ON","XV4808B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4808D_ALR","ON","XV4808D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4808E_ALR","ON","XV4808E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4808F_ALR","ON","XV4808F","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4809A_ALR","ON","XV4809A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4809B_ALR","ON","XV4809B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4810A_ALR","ON","XV4810A","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4810B_ALR","ON","XV4810B","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4810C_ALR","ON","XV4810C","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4810D_ALR","ON","XV4810D","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4810E_ALR","ON","XV4810E","1","S","","","S","","","S","","","","","","N","","N"
"D","DoyPack\Valv\XV4810F_ALR","ON","XV4810F","1","S","","","S","","","S","","","","","","N","","N"
